miniDOT_Date_Time_CDT,   miniDOT_Temp_C,DO_mgL,DO_PercSat,HOBO_Date_Time_CDT,HOBO_Temp_C,HOBO_Light_lux,I
           2022-05-26 07:04:00,19.722,6.650,74.199,05/26/2022 07:00:21,19.90,212.72,3.93532
           2022-05-26 07:14:00,19.689,6.724,74.975,05/26/2022 07:10:21,19.90,293.36,5.42716
           2022-05-26 07:24:00,19.639,6.736,75.033,05/26/2022 07:20:21,19.82,455.68,8.43008
           2022-05-26 07:34:00,19.63,6.825,76.010,05/26/2022 07:30:21,19.82,585.12,10.82472
           2022-05-26 07:44:00,19.613,6.943,77.296,05/26/2022 07:40:21,19.86,572.48,10.59088
           2022-05-26 07:54:00,19.647,6.964,77.582,05/26/2022 07:50:21,19.82,388.80,7.1928
           2022-05-26 08:04:00,19.605,6.966,77.539,05/26/2022 08:00:21,19.82,421.76,7.80256
           2022-05-26 08:14:00,19.605,7.048,78.451,05/26/2022 08:10:21,19.82,940.48,17.39888
           2022-05-26 08:24:00,19.605,7.189,80.019,05/26/2022 08:20:21,19.82,1338.24,24.75744
           2022-05-26 08:34:00,19.597,7.273,80.951,05/26/2022 08:30:21,19.82,1284.16,23.75696
           2022-05-26 08:44:00,19.63,7.367,82.050,05/26/2022 08:40:21,19.95,1683.20,31.1392
           2022-05-26 08:54:00,19.697,7.447,83.051,05/26/2022 08:50:21,19.99,1578.24,29.19744
           2022-05-26 09:04:00,19.722,7.397,82.535,05/26/2022 09:00:21,19.95,387.84,7.17504
           2022-05-26 09:14:00,19.739,7.340,81.928,05/26/2022 09:10:21,19.95,328.16,6.07096
           2022-05-26 09:24:00,19.764,7.333,81.891,05/26/2022 09:20:21,19.99,451.36,8.35016
           2022-05-26 09:34:00,19.806,7.311,81.714,05/26/2022 09:30:21,19.99,523.36,9.68216
           2022-05-26 09:44:00,19.856,7.378,82.544,05/26/2022 09:40:21,20.12,1417.60,26.2256
           2022-05-26 09:54:00,19.907,7.462,83.568,05/26/2022 09:50:21,20.16,1932.80,35.7568
           2022-05-26 10:04:00,20.074,7.587,85.249,05/26/2022 10:00:21,20.42,4300.80,79.5648
           2022-05-26 10:14:00,20.183,7.663,86.288,05/26/2022 10:10:21,20.50,1811.84,33.51904
           2022-05-26 10:24:00,20.275,7.704,86.908,05/26/2022 10:20:21,20.72,3059.20,56.5952
           2022-05-26 10:34:00,20.35,7.755,87.612,05/26/2022 10:30:21,20.80,3896.32,72.08192
           2022-05-26 10:44:00,20.333,7.760,87.639,05/26/2022 10:40:21,20.68,2309.12,42.71872
           2022-05-26 10:54:00,20.35,7.735,87.387,05/26/2022 10:50:21,20.63,2240.00,41.44
           2022-05-26 11:04:00,20.484,7.807,88.433,05/26/2022 11:00:21,20.89,4197.12,77.64672
           2022-05-26 11:14:00,20.559,7.822,88.734,05/26/2022 11:10:21,20.98,4245.76,78.54656
           2022-05-26 11:24:00,20.576,7.770,88.174,05/26/2022 11:20:21,20.89,1988.48,36.78688
           2022-05-26 11:34:00,20.517,7.698,87.257,05/26/2022 11:30:21,20.72,1012.16,18.72496
           2022-05-26 11:44:00,20.476,7.619,86.292,05/26/2022 11:40:21,20.76,2019.20,37.3552
           2022-05-26 11:54:00,20.451,7.621,86.272,05/26/2022 11:50:21,20.72,1197.76,22.15856
           2022-05-26 12:04:00,20.425,7.544,85.358,05/26/2022 12:00:21,20.68,1315.20,24.3312
           2022-05-26 12:14:00,20.459,7.619,86.263,05/26/2022 12:10:21,20.80,3285.76,60.78656
           2022-05-26 12:24:00,20.526,7.717,87.487,05/26/2022 12:20:21,20.89,4687.36,86.71616
           2022-05-26 12:34:00,20.593,7.762,88.113,05/26/2022 12:30:21,21.06,4894.72,90.55232
           2022-05-26 12:44:00,20.685,7.856,89.341,05/26/2022 12:40:21,21.19,5116.16,94.64896
           2022-05-26 12:54:00,20.718,7.863,89.478,05/26/2022 12:50:21,21.10,3658.24,67.67744
           2022-05-26 13:04:00,20.66,7.815,88.831,05/26/2022 13:00:21,21.02,2923.52,54.08512
           2022-05-26 13:14:00,20.668,7.817,88.868,05/26/2022 13:10:21,21.02,4398.08,81.36448
           2022-05-26 13:24:00,21.002,7.890,90.287,05/26/2022 13:20:21,21.79,12349.44,228.46464
           2022-05-26 13:34:00,21.295,7.955,91.553,05/26/2022 13:30:21,22.13,12113.92,224.10752
           2022-05-26 13:44:00,21.403,7.933,91.492,05/26/2022 13:40:21,21.83,1936.64,35.82784
           2022-05-26 13:54:00,21.278,7.807,89.822,05/26/2022 13:50:21,21.58,872.32,16.13792
           2022-05-26 14:04:00,21.144,7.663,87.937,05/26/2022 14:00:21,21.45,853.44,15.78864
           2022-05-26 14:14:00,21.036,7.489,85.761,05/26/2022 14:10:21,21.28,330.72,6.11832
           2022-05-26 14:24:00,20.961,7.334,83.865,05/26/2022 14:20:21,21.19,352.48,6.52088
           2022-05-26 14:34:00,21.169,7.413,85.113,05/26/2022 14:30:21,21.96,14074.88,260.38528
           2022-05-26 14:44:00,21.295,7.573,87.162,05/26/2022 14:40:21,21.66,1608.32,29.75392
           2022-05-26 14:54:00,21.245,7.565,86.985,05/26/2022 14:50:21,21.66,2192.00,40.552
           2022-05-26 15:04:00,21.236,7.609,87.475,05/26/2022 15:00:21,21.79,4128.00,76.368
           2022-05-26 15:14:00,21.228,7.618,87.564,05/26/2022 15:10:21,21.66,3512.32,64.97792
           2022-05-26 15:24:00,21.278,7.699,88.581,05/26/2022 15:20:21,21.92,9912.32,183.37792
           2022-05-26 15:34:00,21.37,7.752,89.350,05/26/2022 15:30:21,22.05,11909.12,220.31872
           2022-05-26 15:44:00,21.42,7.819,90.209,05/26/2022 15:40:21,22.01,10375.68,191.95008
           2022-05-26 15:54:00,21.437,7.797,89.985,05/26/2022 15:50:21,21.92,7393.28,136.77568
           2022-05-26 16:04:00,21.387,7.791,89.829,05/26/2022 16:00:21,21.79,4943.36,91.45216
           2022-05-26 16:14:00,21.353,7.775,89.585,05/26/2022 16:10:21,21.79,3779.84,69.92704
           2022-05-26 16:24:00,21.479,7.788,89.955,05/26/2022 16:20:21,22.31,14786.56,273.55136
           2022-05-26 16:34:00,21.571,7.809,90.359,05/26/2022 16:30:21,22.13,5690.88,105.28128
           2022-05-26 16:44:00,21.504,7.736,89.398,05/26/2022 16:40:21,21.96,4874.24,90.17344
           2022-05-26 16:54:00,21.462,7.729,89.245,05/26/2022 16:50:21,21.96,2195.20,40.6112
           2022-05-26 17:04:00,21.445,7.689,88.754,05/26/2022 17:00:21,21.88,4994.56,92.39936
           2022-05-26 17:14:00,21.445,7.691,88.777,05/26/2022 17:10:21,21.79,3221.76,59.60256
           2022-05-26 17:24:00,21.362,7.587,87.437,05/26/2022 17:20:21,21.70,2437.12,45.08672
           2022-05-26 17:34:00,21.312,7.497,86.317,05/26/2022 17:30:21,21.58,1822.72,33.72032
           2022-05-26 17:44:00,21.161,7.444,85.455,05/26/2022 17:40:21,21.45,1457.28,26.95968
           2022-05-26 17:54:00,21.069,7.335,84.054,05/26/2022 17:50:21,21.36,1038.08,19.20448
           2022-05-26 18:04:00,20.952,7.237,82.731,05/26/2022 18:00:21,21.15,692.80,12.8168
           2022-05-26 18:14:00,20.81,7.167,81.704,05/26/2022 18:10:21,21.06,603.68,11.16808
           2022-05-26 18:24:00,20.693,7.087,80.607,05/26/2022 18:20:21,20.93,565.60,10.4636
           2022-05-26 18:34:00,20.626,7.034,79.899,05/26/2022 18:30:21,20.76,630.88,11.67128
           2022-05-26 18:44:00,20.509,7.025,79.613,05/26/2022 18:40:21,20.72,545.76,10.09656
           2022-05-26 18:54:00,20.425,6.971,78.871,05/26/2022 18:50:21,20.68,518.24,9.58744
           2022-05-26 19:04:00,20.333,6.939,78.367,05/26/2022 19:00:21,20.55,397.28,7.34968
           2022-05-26 19:14:00,20.283,6.874,77.557,05/26/2022 19:10:21,20.50,495.52,9.16712
           2022-05-26 19:24:00,20.191,6.850,77.145,05/26/2022 19:20:21,20.37,313.28,5.79568
           2022-05-26 19:34:00,20.107,6.812,76.590,05/26/2022 19:30:21,20.29,167.36,3.09616
           2022-05-26 19:44:00,20.032,6.761,75.904,05/26/2022 19:40:21,20.25,98.92,1.83002
           2022-05-26 19:54:00,19.965,6.721,75.355,05/26/2022 19:50:21,20.12,46.82,0.86617
           2022-05-26 20:04:00,19.898,6.700,75.020,05/26/2022 20:00:21,20.07,16.04,0.29674
           2022-05-26 20:14:00,19.815,6.721,75.130,05/26/2022 20:10:21,20.03,2.80,0.0518
           2022-05-26 20:24:00,19.773,6.661,74.398,05/26/2022 20:20:21,19.99,0.00,0
           2022-05-26 20:34:00,19.697,6.643,74.084,05/26/2022 20:30:21,19.90,0.00,0
           2022-05-26 20:44:00,19.655,6.613,73.688,05/26/2022 20:40:21,19.82,0.00,0
           2022-05-26 20:54:00,19.588,6.596,73.401,05/26/2022 20:50:21,19.82,0.00,0
           2022-05-26 21:04:00,19.521,6.641,73.802,05/26/2022 21:00:21,19.65,0.00,0
           2022-05-26 21:14:00,19.471,6.578,73.029,05/26/2022 21:10:21,19.69,0.00,0
           2022-05-26 21:24:00,19.412,6.649,73.729,05/26/2022 21:20:21,19.60,0.00,0
           2022-05-26 21:34:00,19.354,6.637,73.510,05/26/2022 21:30:21,19.56,0.00,0
           2022-05-26 21:44:00,19.32,6.616,73.228,05/26/2022 21:40:21,19.52,0.00,0
           2022-05-26 21:54:00,19.287,6.595,72.947,05/26/2022 21:50:21,19.47,0.00,0
           2022-05-26 22:04:00,19.27,6.578,72.735,05/26/2022 22:00:21,19.43,0.00,0
           2022-05-26 22:14:00,19.211,6.647,73.409,05/26/2022 22:10:21,19.43,0.00,0
           2022-05-26 22:24:00,19.178,6.591,72.743,05/26/2022 22:20:21,19.39,0.00,0
           2022-05-26 22:34:00,19.127,6.608,72.856,05/26/2022 22:30:21,19.35,0.00,0
           2022-05-26 22:44:00,19.102,6.595,72.676,05/26/2022 22:40:21,19.26,0.00,0
           2022-05-26 22:54:00,19.102,6.521,71.861,05/26/2022 22:50:21,19.22,0.00,0
           2022-05-26 23:04:00,19.052,6.556,72.174,05/26/2022 23:00:21,19.22,0.00,0
           2022-05-26 23:14:00,19.018,6.615,72.772,05/26/2022 23:10:21,19.22,0.00,0
           2022-05-26 23:24:00,18.985,6.562,72.142,05/26/2022 23:20:21,19.17,0.00,0
           2022-05-26 23:34:00,18.959,6.555,72.027,05/26/2022 23:30:21,19.13,0.00,0
           2022-05-26 23:44:00,18.959,6.573,72.225,05/26/2022 23:40:21,19.13,0.00,0
           2022-05-26 23:54:00,18.926,6.613,72.615,05/26/2022 23:50:21,19.09,0.00,0
           2022-05-27 00:04:00,18.917,6.566,72.087,05/27/2022 00:00:21,19.09,0.00,0
           2022-05-27 00:14:00,18.859,6.586,72.221,05/27/2022 00:10:21,19.05,0.00,0
           2022-05-27 00:24:00,18.833,6.592,72.249,05/27/2022 00:20:21,19.00,0.00,0
           2022-05-27 00:34:00,18.783,6.611,72.383,05/27/2022 00:30:21,18.96,0.00,0
           2022-05-27 00:44:00,18.733,6.640,72.627,05/27/2022 00:40:21,18.92,0.00,0
           2022-05-27 00:54:00,18.707,6.602,72.173,05/27/2022 00:50:21,18.87,0.00,0
           2022-05-27 01:04:00,18.674,6.653,72.681,05/27/2022 01:00:21,18.87,0.00,0
           2022-05-27 01:14:00,18.657,6.612,72.209,05/27/2022 01:10:21,18.87,0.00,0
           2022-05-27 01:24:00,18.64,6.572,71.748,05/27/2022 01:20:21,18.79,0.00,0
           2022-05-27 01:34:00,18.573,6.602,71.977,05/27/2022 01:30:21,18.74,0.00,0
           2022-05-27 01:44:00,18.548,6.559,71.472,05/27/2022 01:40:21,18.74,0.00,0
           2022-05-27 01:54:00,18.531,6.503,70.838,05/27/2022 01:50:21,18.70,0.00,0
           2022-05-27 02:04:00,18.497,6.540,71.191,05/27/2022 02:00:21,18.66,0.00,0
           2022-05-27 02:14:00,18.464,6.570,71.469,05/27/2022 02:10:21,18.62,0.00,0
           2022-05-27 02:24:00,18.422,6.530,70.974,05/27/2022 02:20:21,18.62,0.00,0
           2022-05-27 02:34:00,18.388,6.570,71.359,05/27/2022 02:30:21,18.57,0.00,0
           2022-05-27 02:44:00,18.363,6.569,71.311,05/27/2022 02:40:21,18.57,0.00,0
           2022-05-27 02:54:00,18.337,6.533,70.883,05/27/2022 02:50:21,18.53,0.00,0
           2022-05-27 03:04:00,18.329,6.552,71.078,05/27/2022 03:00:21,18.49,0.00,0
           2022-05-27 03:14:00,18.287,6.571,71.222,05/27/2022 03:10:21,18.49,0.00,0
           2022-05-27 03:24:00,18.279,6.582,71.330,05/27/2022 03:20:21,18.49,0.00,0
           2022-05-27 03:34:00,18.262,6.619,71.705,05/27/2022 03:30:21,18.44,0.00,0
           2022-05-27 03:44:00,18.228,6.630,71.774,05/27/2022 03:40:21,18.40,0.00,0
           2022-05-27 03:54:00,18.186,6.653,71.961,05/27/2022 03:50:21,18.40,0.00,0
           2022-05-27 04:04:00,18.161,6.647,71.860,05/27/2022 04:00:21,18.36,0.00,0
           2022-05-27 04:14:00,18.102,6.653,71.837,05/27/2022 04:10:21,18.32,0.00,0
           2022-05-27 04:24:00,18.076,6.642,71.681,05/27/2022 04:20:21,18.27,0.00,0
           2022-05-27 04:34:00,18.043,6.681,72.052,05/27/2022 04:30:21,18.23,0.00,0
           2022-05-27 04:44:00,17.984,6.680,71.954,05/27/2022 04:40:21,18.19,0.00,0
           2022-05-27 04:54:00,17.95,6.662,71.710,05/27/2022 04:50:21,18.14,0.00,0
           2022-05-27 05:04:00,17.916,6.674,71.789,05/27/2022 05:00:21,18.10,0.00,0
           2022-05-27 05:14:00,17.891,6.633,71.312,05/27/2022 05:10:21,18.10,0.00,0
           2022-05-27 05:24:00,17.857,6.598,70.886,05/27/2022 05:20:21,18.02,4.09,0.075665
           2022-05-27 05:34:00,17.798,6.638,71.229,05/27/2022 05:30:21,18.02,23.41,0.433085
           2022-05-27 05:44:00,17.773,6.660,71.428,05/27/2022 05:40:21,17.97,72.82,1.34717
           2022-05-27 05:54:00,17.748,6.636,71.134,05/27/2022 05:50:21,17.97,147.44,2.72764
           2022-05-27 06:04:00,17.722,6.714,71.931,05/27/2022 06:00:21,17.93,241.20,4.4622
           2022-05-27 06:14:00,17.68,6.773,72.499,05/27/2022 06:10:21,17.97,275.92,5.10452
           2022-05-27 06:24:00,17.68,6.787,72.649,05/27/2022 06:20:21,17.93,461.44,8.53664
           2022-05-27 06:34:00,17.672,6.830,73.096,05/27/2022 06:30:21,17.93,471.20,8.7172
           2022-05-27 06:44:00,17.663,6.888,73.703,05/27/2022 06:40:21,17.89,372.96,6.89976
           2022-05-27 06:54:00,17.672,6.933,74.197,05/27/2022 06:50:21,17.89,415.20,7.6812
           2022-05-27 07:04:00,17.663,6.994,74.836,05/27/2022 07:00:21,17.84,433.60,8.0216
           2022-05-27 07:14:00,17.646,6.965,74.499,05/27/2022 07:10:21,17.89,453.44,8.38864
           2022-05-27 07:24:00,17.63,6.951,74.325,05/27/2022 07:20:21,17.80,475.04,8.78824
           2022-05-27 07:34:00,17.621,6.955,74.354,05/27/2022 07:30:21,17.84,519.52,9.61112
           2022-05-27 07:44:00,17.638,7.077,75.684,05/27/2022 07:40:21,17.84,1415.04,26.17824
           2022-05-27 07:54:00,17.68,7.098,75.984,05/27/2022 07:50:21,17.93,1712.00,31.672
           2022-05-27 08:04:00,17.765,7.272,77.981,05/27/2022 08:00:21,18.10,2298.88,42.52928
           2022-05-27 08:14:00,17.891,7.295,78.431,05/27/2022 08:10:21,18.19,2177.92,40.29152
           2022-05-27 08:24:00,17.959,7.588,81.692,05/27/2022 08:20:21,18.23,2051.84,37.95904
           2022-05-27 08:34:00,18.06,7.711,83.187,05/27/2022 08:30:21,18.40,2113.92,39.10752
           2022-05-27 08:44:00,18.068,7.845,84.645,05/27/2022 08:40:21,18.32,1724.16,31.89696
           2022-05-27 08:54:00,18.076,7.832,84.518,05/27/2022 08:50:21,18.36,1459.84,27.00704
           2022-05-27 09:04:00,18.093,7.859,84.839,05/27/2022 09:00:21,18.36,1317.76,24.37856
           2022-05-27 09:14:00,18.076,7.812,84.303,05/27/2022 09:10:21,18.27,853.12,15.78272
           2022-05-27 09:24:00,18.026,7.779,83.861,05/27/2022 09:20:21,18.27,1070.08,19.79648
           2022-05-27 09:34:00,18.076,7.693,83.020,05/27/2022 09:30:21,18.32,1982.72,36.68032
           2022-05-27 09:44:00,18.093,7.693,83.049,05/27/2022 09:40:21,18.40,2034.56,37.63936
           2022-05-27 09:54:00,18.152,7.785,84.143,05/27/2022 09:50:21,18.40,1734.40,32.0864
           2022-05-27 10:04:00,18.295,7.887,85.494,05/27/2022 10:00:21,18.62,4156.16,76.88896
           2022-05-27 10:14:00,18.38,7.968,86.532,05/27/2022 10:10:21,18.70,3633.92,67.22752
           2022-05-27 10:24:00,18.396,8.049,87.439,05/27/2022 10:20:21,18.66,1287.68,23.82208
           2022-05-27 10:34:00,18.447,8.140,88.518,05/27/2022 10:30:21,18.66,1950.08,36.07648
           2022-05-27 10:44:00,18.422,8.115,88.202,05/27/2022 10:40:21,18.74,1748.48,32.34688
           2022-05-27 10:54:00,18.506,8.126,88.473,05/27/2022 10:50:21,18.83,3907.84,72.29504
           2022-05-27 11:04:00,18.556,8.181,89.162,05/27/2022 11:00:21,18.92,3548.16,65.64096
           2022-05-27 11:14:00,18.632,8.205,89.561,05/27/2022 11:10:21,18.92,2219.52,41.06112
           2022-05-27 11:24:00,18.833,8.376,91.799,05/27/2022 11:20:21,19.22,5036.80,93.1808
           2022-05-27 11:34:00,18.875,8.377,91.889,05/27/2022 11:30:21,19.22,3509.76,64.93056
           2022-05-27 11:44:00,18.976,8.489,93.306,05/27/2022 11:40:21,19.30,3886.08,71.89248
           2022-05-27 11:54:00,19.228,8.545,94.400,05/27/2022 11:50:21,19.82,6213.12,114.94272
           2022-05-27 12:04:00,19.354,8.510,94.252,05/27/2022 12:00:21,19.82,2997.76,55.45856
           2022-05-27 12:14:00,19.379,8.566,94.920,05/27/2022 12:10:21,19.73,4597.76,85.05856
           2022-05-27 12:24:00,19.387,8.537,94.614,05/27/2022 12:20:21,19.77,4072.96,75.34976
           2022-05-27 12:34:00,19.245,8.456,93.450,05/27/2022 12:30:21,19.47,1033.92,19.12752
           2022-05-27 12:44:00,19.253,8.415,93.012,05/27/2022 12:40:21,19.60,4736.00,87.616
           2022-05-27 12:54:00,19.337,8.352,92.473,05/27/2022 12:50:21,19.82,5098.24,94.31744
           2022-05-27 13:04:00,19.479,8.438,93.691,05/27/2022 13:00:21,19.90,4715.52,87.23712
           2022-05-27 13:14:00,19.597,8.514,94.758,05/27/2022 13:10:21,20.03,3680.00,68.08
           2022-05-27 13:24:00,19.647,8.595,95.754,05/27/2022 13:20:21,20.07,4559.36,84.34816
           2022-05-27 13:34:00,19.739,8.583,95.796,05/27/2022 13:30:21,20.16,3301.12,61.07072
           2022-05-27 13:44:00,19.764,8.629,96.357,05/27/2022 13:40:21,20.20,6771.20,125.2672
           2022-05-27 13:54:00,20.057,8.622,96.843,05/27/2022 13:50:21,20.93,7974.40,147.5264
           2022-05-27 14:04:00,20.183,8.649,97.389,05/27/2022 14:00:21,20.68,5954.56,110.15936
           2022-05-27 14:14:00,20.35,8.642,97.633,05/27/2022 14:10:21,20.85,7311.36,135.26016
           2022-05-27 14:24:00,20.484,8.669,98.197,05/27/2022 14:20:21,21.06,6681.60,123.6096
           2022-05-27 14:34:00,20.543,8.723,98.924,05/27/2022 14:30:21,21.23,9387.52,173.66912
           2022-05-27 14:44:00,20.609,8.749,99.347,05/27/2022 14:40:21,21.19,5039.36,93.22816
           2022-05-27 14:54:00,20.534,8.686,98.487,05/27/2022 14:50:21,20.89,2682.88,49.63328
           2022-05-27 15:04:00,20.392,8.566,96.856,05/27/2022 15:00:21,20.72,3284.48,60.76288
,,,,,,,
